text,clean_text,created_at,date,hour,month,day_of_week,user_location,country,hashtags,sentiment,compound_score,retweet_count,like_count
Both Israelis and Palestinians deserve peace and security. #MiddleEast #CeasefireNow #Israel,both israelis and palestinians deserve peace and security #middleeast #ceasefirenow #israel,2023-08-21 01:45:53.576788,2023-08-21,1,2023-08,Monday,,Other,"#middleeast, #ceasefirenow, #israel",Positive,0.7096,53,84
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #StandWithUkraine #Ukraine,zelenskys speech was powerful and moving ukraine will not fall #ukraine #standwithukraine #ukraine,2023-08-21 06:08:49.464732,2023-08-21,6,2023-08,Monday,Netherlands,Other,"#ukraine, #standwithukraine, #ukraine",Positive,0.4215,79,5
Russian military performance worse than expected. #Ukraine #Russia #Russia,russian military performance worse than expected #ukraine #russia #russia,2023-08-21 10:31:45.352676,2023-08-21,10,2023-08,Monday,United States,USA,"#ukraine, #russia, #russia",Negative,-0.4767,80,88
Russian military performance worse than expected. #Ukraine #Russia #Putin #Russia,russian military performance worse than expected #ukraine #russia #putin #russia,2023-08-21 14:54:41.240620,2023-08-21,14,2023-08,Monday,Netherlands,Other,"#ukraine, #russia, #putin, #russia",Negative,-0.4767,62,81
We stand with the Israeli people after the October 7 attacks. #Israel #Hamas,we stand with the israeli people after the october attacks #israel #hamas,2023-08-21 19:17:37.128564,2023-08-21,19,2023-08,Monday,France,France,"#israel, #hamas",Negative,-0.4404,84,111
Following the latest news on the conflict situation worldwide. #Conflict #War,following the latest news on the conflict situation worldwide #conflict #war,2023-08-21 23:40:33.016508,2023-08-21,23,2023-08,Monday,Canada,Other,"#conflict, #war",Negative,-0.8176,51,224
Western media bias against Russia is obvious. Two sides to every story. #PeaceNotWar #Sanctions,western media bias against russia is obvious two sides to every story #peacenotwar #sanctions,2023-08-22 04:03:28.904452,2023-08-22,4,2023-08,Tuesday,Ukraine,Ukraine,"#peacenotwar, #sanctions",Negative,-0.1027,18,71
Russian military performance worse than expected. #Ukraine #Russia #PeaceNotWar #RussiaUkraine,russian military performance worse than expected #ukraine #russia #peacenotwar #russiaukraine,2023-08-22 08:26:24.792396,2023-08-22,8,2023-08,Tuesday,Germany,Germany,"#ukraine, #russia, #peacenotwar, #russiaukraine",Negative,-0.4767,24,110
Russian people are not responsible for Putin's decisions. #PeaceNotWar #Putin,russian people are not responsible for putins decisions #peacenotwar #putin,2023-08-22 12:49:20.680340,2023-08-22,12,2023-08,Tuesday,Canada,Other,"#peacenotwar, #putin",Negative,-0.2411,4,215
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Putin,russia has legitimate security concerns nato expansion threatens peace #russia #putin,2023-08-22 17:12:16.568284,2023-08-22,17,2023-08,Tuesday,Poland,Poland,"#russia, #putin",Positive,0.5106,18,86
Propaganda from both sides. Hard to know the truth about #UkraineWar #Russia #Putin,propaganda from both sides hard to know the truth about #ukrainewar #russia #putin,2023-08-22 21:35:12.456228,2023-08-22,21,2023-08,Tuesday,Ukraine,Ukraine,"#ukrainewar, #russia, #putin",Neutral,-0.0258,8,125
Refugees welcome. We must help people fleeing conflict. #UN,refugees welcome we must help people fleeing conflict #un,2023-08-23 01:58:08.344172,2023-08-23,1,2023-08,Wednesday,Australia,Australia,#un,Positive,0.5267,38,7
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #SlavaUkraini #Zelensky,russian forces advancing near kharkiv the world watches in horror #ukrainewar #slavaukraini #zelensky,2023-08-23 06:21:04.232116,2023-08-23,6,2023-08,Wednesday,,Other,"#ukrainewar, #slavaukraini, #zelensky",Negative,-0.5719,5,307
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #Israel,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #israel,2023-08-23 10:44:00.120060,2023-08-23,10,2023-08,Wednesday,Israel,Israel,"#gazaunderattack, #israel",Negative,-0.802,74,68
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #SlavaUkraini #NATO,nato should do more to support ukraine stop the war now #nato #ukraine #slavaukraini #nato,2023-08-23 15:06:56.008004,2023-08-23,15,2023-08,Wednesday,Netherlands,Other,"#nato, #ukraine, #slavaukraini, #nato",Negative,-0.5289,19,405
International diplomacy efforts ongoing. Summit scheduled for next week. #UN,international diplomacy efforts ongoing summit scheduled for next week #un,2023-08-23 19:29:51.895947,2023-08-23,19,2023-08,Wednesday,Italy,Other,#un,Neutral,0.0,200,51
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #StandWithUkraine #Zelensky,zelenskys speech was powerful and moving ukraine will not fall #ukraine #standwithukraine #zelensky,2023-08-23 23:52:47.783891,2023-08-23,23,2023-08,Wednesday,Ukraine,Ukraine,"#ukraine, #standwithukraine, #zelensky",Positive,0.4215,60,97
Israel has the right to defend itself against Hamas attacks. #Israel #GazaUnderAttack,israel has the right to defend itself against hamas attacks #israel #gazaunderattack,2023-08-24 04:15:43.671835,2023-08-24,4,2023-08,Thursday,Russia,Russia,"#israel, #gazaunderattack",Negative,-0.4404,53,25
Russian military performance worse than expected. #Ukraine #Russia #Sanctions,russian military performance worse than expected #ukraine #russia #sanctions,2023-08-24 08:38:39.559779,2023-08-24,8,2023-08,Thursday,Netherlands,Other,"#ukraine, #russia, #sanctions",Negative,-0.4767,107,45
Hamas must release all hostages immediately. #IsraelHamasWar #Palestine #Gaza,hamas must release all hostages immediately #israelhamaswar #palestine #gaza,2023-08-24 13:01:35.447723,2023-08-24,13,2023-08,Thursday,Israel,Israel,"#israelhamaswar, #palestine, #gaza",Neutral,0.0,118,16
Moscow protests against the war — brave Russians standing up. #AntiWar #Russia,moscow protests against the war brave russians standing up #antiwar #russia,2023-08-24 17:24:31.335667,2023-08-24,17,2023-08,Thursday,Palestine,Palestine,"#antiwar, #russia",Negative,-0.34,9,108
We stand with the Israeli people after the October 7 attacks. #Israel #Hamas,we stand with the israeli people after the october attacks #israel #hamas,2023-08-24 21:47:27.223611,2023-08-24,21,2023-08,Thursday,,Other,"#israel, #hamas",Negative,-0.4404,44,45
Refugees fleeing Ukraine into Poland and Romania. Heartbreaking scenes. #UkraineWar,refugees fleeing ukraine into poland and romania heartbreaking scenes #ukrainewar,2023-08-25 02:10:23.111555,2023-08-25,2,2023-08,Friday,Italy,Other,#ukrainewar,Negative,-0.4588,31,236
The truth about Donbas is more complex than media shows. #RussiaUkraine #Russia,the truth about donbas is more complex than media shows #russiaukraine #russia,2023-08-25 06:33:18.999499,2023-08-25,6,2023-08,Friday,,Other,"#russiaukraine, #russia",Positive,0.3182,33,74
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Putin,russia has legitimate security concerns nato expansion threatens peace #russia #putin,2023-08-25 10:56:14.887443,2023-08-25,10,2023-08,Friday,Australia,Australia,"#russia, #putin",Positive,0.5106,15,0
Russian military performance worse than expected. #Ukraine #Russia #Russia,russian military performance worse than expected #ukraine #russia #russia,2023-08-25 15:19:10.775387,2023-08-25,15,2023-08,Friday,Australia,Australia,"#ukraine, #russia, #russia",Negative,-0.4767,128,179
Sanctions on Russia will hurt ordinary people most. Not fair. #Putin #RussiaUkraine,sanctions on russia will hurt ordinary people most not fair #putin #russiaukraine,2023-08-25 19:42:06.663331,2023-08-25,19,2023-08,Friday,Poland,Poland,"#putin, #russiaukraine",Negative,-0.6849,62,4
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Putin,supporting ukraine but not blindly need peace negotiations now #russia #putin,2023-08-26 00:05:02.551275,2023-08-26,0,2023-08,Saturday,United States,USA,"#russia, #putin",Negative,-0.4263,100,17
Sanctions on Russia will hurt ordinary people most. Not fair. #Sanctions,sanctions on russia will hurt ordinary people most not fair #sanctions,2023-08-26 04:27:58.439219,2023-08-26,4,2023-08,Saturday,Poland,Poland,#sanctions,Negative,-0.6849,4,237
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #GazaUnderAttack,ceasefire needed now in gaza children are dying #ceasefirenow #gazaunderattack,2023-08-26 08:50:54.327163,2023-08-26,8,2023-08,Saturday,Russia,Russia,"#ceasefirenow, #gazaunderattack",Neutral,0.0,12,96
Russian people are not responsible for Putin's decisions. #PeaceNotWar #Putin #Russia,russian people are not responsible for putins decisions #peacenotwar #putin #russia,2023-08-26 13:13:50.215107,2023-08-26,13,2023-08,Saturday,United Kingdom,UK,"#peacenotwar, #putin, #russia",Negative,-0.2411,26,38
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #UkraineWar,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #ukrainewar,2023-08-26 17:36:46.103051,2023-08-26,17,2023-08,Saturday,France,France,"#slavaukraini, #ukrainewar",Positive,0.7827,31,176
More weapons needed for Ukraine to defend itself. #UkraineSupport #SlavaUkraini #StandWithUkraine,more weapons needed for ukraine to defend itself #ukrainesupport #slavaukraini #standwithukraine,2023-08-26 21:59:41.990995,2023-08-26,21,2023-08,Saturday,Netherlands,Other,"#ukrainesupport, #slavaukraini, #standwithukraine",Negative,-0.4927,11,92
Media coverage of the war has been intense this week. #Peace,media coverage of the war has been intense this week #peace,2023-08-27 02:22:37.878939,2023-08-27,2,2023-08,Sunday,Russia,Russia,#peace,Neutral,-0.0258,21,418
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #Zelensky,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #zelensky,2023-08-27 06:45:33.766883,2023-08-27,6,2023-08,Sunday,,Other,"#slavaukraini, #zelensky",Positive,0.7827,31,236
Historical context of the conflict is important to understand. #Conflict #War,historical context of the conflict is important to understand #conflict #war,2023-08-27 11:08:29.654827,2023-08-27,11,2023-08,Sunday,,Other,"#conflict, #war",Negative,-0.7717,70,69
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #IsraelHamasWar,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #israelhamaswar,2023-08-27 15:31:25.542771,2023-08-27,15,2023-08,Sunday,Russia,Russia,"#gazaunderattack, #israelhamaswar",Negative,-0.802,51,278
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #PeaceNotWar #Russia,russia has legitimate security concerns nato expansion threatens peace #russia #peacenotwar #russia,2023-08-27 19:54:21.430715,2023-08-27,19,2023-08,Sunday,Turkey,Turkey,"#russia, #peacenotwar, #russia",Positive,0.5106,56,99
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #Ukraine #UkraineWar,russian forces advancing near kharkiv the world watches in horror #ukrainewar #ukraine #ukrainewar,2023-08-28 00:17:17.318659,2023-08-28,0,2023-08,Monday,,Other,"#ukrainewar, #ukraine, #ukrainewar",Negative,-0.5719,11,10
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #GazaUnderAttack #IsraelHamasWar,praying for peace in gaza too many innocent lives lost #gaza #palestine #gazaunderattack #israelhamaswar,2023-08-28 04:40:13.206603,2023-08-28,4,2023-08,Monday,Palestine,Palestine,"#gaza, #palestine, #gazaunderattack, #israelhamaswar",Positive,0.7269,1,112
Western media bias against Russia is obvious. Two sides to every story. #RussiaUkraine,western media bias against russia is obvious two sides to every story #russiaukraine,2023-08-28 09:03:09.094547,2023-08-28,9,2023-08,Monday,Canada,Other,#russiaukraine,Negative,-0.1027,159,8
Russian people are not responsible for Putin's decisions. #PeaceNotWar #Russia #Putin,russian people are not responsible for putins decisions #peacenotwar #russia #putin,2023-08-28 13:26:04.982491,2023-08-28,13,2023-08,Monday,Netherlands,Other,"#peacenotwar, #russia, #putin",Negative,-0.2411,3,28
The truth about Donbas is more complex than media shows. #RussiaUkraine #RussiaUkraine,the truth about donbas is more complex than media shows #russiaukraine #russiaukraine,2023-08-28 17:49:00.870435,2023-08-28,17,2023-08,Monday,Australia,Australia,"#russiaukraine, #russiaukraine",Positive,0.3182,59,338
Russian military performance worse than expected. #Ukraine #Russia #Sanctions #RussiaUkraine,russian military performance worse than expected #ukraine #russia #sanctions #russiaukraine,2023-08-28 22:11:56.758379,2023-08-28,22,2023-08,Monday,Palestine,Palestine,"#ukraine, #russia, #sanctions, #russiaukraine",Negative,-0.4767,50,101
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Russia #Sanctions,supporting ukraine but not blindly need peace negotiations now #russia #russia #sanctions,2023-08-29 02:34:52.646323,2023-08-29,2,2023-08,Tuesday,Palestine,Palestine,"#russia, #russia, #sanctions",Negative,-0.4263,68,215
Sanctions on Russia will hurt ordinary people most. Not fair. #Putin,sanctions on russia will hurt ordinary people most not fair #putin,2023-08-29 06:57:48.534267,2023-08-29,6,2023-08,Tuesday,France,France,#putin,Negative,-0.6849,67,183
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #SlavaUkraini #Zelensky,russian forces advancing near kharkiv the world watches in horror #ukrainewar #slavaukraini #zelensky,2023-08-29 11:20:44.422211,2023-08-29,11,2023-08,Tuesday,Netherlands,Other,"#ukrainewar, #slavaukraini, #zelensky",Negative,-0.5719,0,69
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #NATO,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #nato,2023-08-29 15:43:40.310155,2023-08-29,15,2023-08,Tuesday,Canada,Other,"#stoprussia, #nato",Negative,-0.7717,14,67
We stand with the Israeli people after the October 7 attacks. #Israel #Hamas #GazaUnderAttack,we stand with the israeli people after the october attacks #israel #hamas #gazaunderattack,2023-08-29 20:06:36.198099,2023-08-29,20,2023-08,Tuesday,Russia,Russia,"#israel, #hamas, #gazaunderattack",Negative,-0.4404,59,37
Russian propaganda is everywhere online. Stay critical. #InfoWar #Zelensky,russian propaganda is everywhere online stay critical #infowar #zelensky,2023-08-30 00:29:32.086043,2023-08-30,0,2023-08,Wednesday,Poland,Poland,"#infowar, #zelensky",Negative,-0.5106,89,98
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #Ukraine,nato should do more to support ukraine stop the war now #nato #ukraine #ukraine,2023-08-30 04:52:27.973986,2023-08-30,4,2023-08,Wednesday,Germany,Germany,"#nato, #ukraine, #ukraine",Negative,-0.5289,34,106
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #Ukraine,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukraine,2023-08-30 09:15:23.861930,2023-08-30,9,2023-08,Wednesday,Russia,Russia,"#stoprussia, #ukraine",Negative,-0.7717,40,151
We stand with the Israeli people after the October 7 attacks. #Israel #Palestine,we stand with the israeli people after the october attacks #israel #palestine,2023-08-30 13:38:19.749874,2023-08-30,13,2023-08,Wednesday,Israel,Israel,"#israel, #palestine",Negative,-0.4404,16,38
More weapons needed for Ukraine to defend itself. #UkraineSupport #StopRussia #StandWithUkraine,more weapons needed for ukraine to defend itself #ukrainesupport #stoprussia #standwithukraine,2023-08-30 18:01:15.637818,2023-08-30,18,2023-08,Wednesday,Ukraine,Ukraine,"#ukrainesupport, #stoprussia, #standwithukraine",Negative,-0.4927,134,36
Refugees fleeing Ukraine into Poland and Romania. Heartbreaking scenes. #StandWithUkraine #Zelensky,refugees fleeing ukraine into poland and romania heartbreaking scenes #standwithukraine #zelensky,2023-08-30 22:24:11.525762,2023-08-30,22,2023-08,Wednesday,Italy,Other,"#standwithukraine, #zelensky",Negative,-0.4588,14,174
